TransCode,SppCode_Old,Spp_Total,Mal_Total,SppCode,Updated_Spp
F6LV_20090716_FT02,PSRE,7,0,PSRE,TRUE
F6LV_20090716_FT03,BUBO,7,0,BUBO,TRUE
F6LV_20090716_FT03,PSRE,3,3,PSRE,TRUE
F6LV_20090716_FT04,BUBO,1,0,BUBO,TRUE
F6LV_20090716_FT04,PSRE,4,2,PSRE,TRUE
F6LV_20090716_FT05,RADR,2,2,RADR,TRUE
F6LV_20090716_FT06,BUBO,3,1,BUBO,TRUE
F6LV_20090716_FT06,PSRE,5,0,PSRE,TRUE
F6LV_20090716_FT07,BUBO,1,0,BUBO,TRUE
F6LV_20090716_FT07,PSRE,2,0,PSRE,TRUE
F6LV_20090806_FT01,RADR,18,0,RADR,TRUE
Fish Camp_19990616_FT01,PSRE,89,6,PSRE,TRUE
FishCamp_20100622_FT01,PSRE,11,0,PSRE,TRUE
FLA75_20160818_FT01,PSRE,12,0,PSRE,FALSE
Frog_19951010_FT01,PSRE,26,8,PSRE,TRUE
Frog_19951010_FT02,BUBO,18,8,BUBO,TRUE
Frog_19970724_FT01,PSRE,47,9,PSRE,TRUE
Frog_19970731_FT01,BUBO,82,2,BUBO,TRUE
Frog_19980730_FT01,PSRE,304,99,PSRE,TRUE
Frog_19980807_FT01,BUBO,96,4,BUBO,TRUE
Frog_19990613_FT01,RACA,201,12,RACA,TRUE
Frog_19990613_FT02,PSRE,70,9,PSRE,TRUE
Frog_19990613_FT03,BUBO,106,4,BUBO,TRUE
Frog_20050724_FT01,HYRE,101,55,PSRE,TRUE
Frog_20050724_FT02,HYRE,42,24,PSRE,TRUE
Frog_20050724_FT03,HYRE,143,79,PSRE,TRUE
Frog_20050724_FT04,BUBO,22,1,BUBO,TRUE
Frog_20050724_FT05,BUBO,38,2,BUBO,TRUE
Frog_20050724_FT06,BUBO,60,3,BUBO,TRUE
Frog_20060713_FT01,HYRE,38,13,PSRE,TRUE
Frog_20060713_FT02,HYRE,28,12,PSRE,TRUE
Frog_20060713_FT03,HYRE,11,1,PSRE,TRUE
Frog_20060713_FT04,HYRE,34,11,PSRE,TRUE
Frog_20060713_FT05,HYRE,3,0,PSRE,TRUE
Frog_20060713_FT06,HYRE,114,37,PSRE,TRUE
Frog_20060713_FT07,BUBO,11,1,BUBO,TRUE
Frog_20060713_FT08,BUBO,22,1,BUBO,TRUE
Frog_20060713_FT09,BUBO,20,2,BUBO,TRUE
Frog_20060713_FT10,BUBO,53,4,BUBO,TRUE
Frog_20070211_FT01,PSRE,9,1,PSRE,TRUE
Frog_20070211_FT02,PSRE,34,11,PSRE,TRUE
Frog_20080218_FT01,PSRE,10,1,PSRE,TRUE
Frog_20090713_FT01,PSRE,24,4,PSRE,TRUE
Frog_20090713_FT02,PSRE,10,0,PSRE,TRUE
Frog_20090713_FT03,PSRE,63,25,PSRE,TRUE
Frog_20090713_FT04,PSRE,38,18,PSRE,TRUE
Frog_20090713_FT05,BUBO,7,0,BUBO,TRUE
Frog_20100625_FT01,BUBO,107,1,BUBO,TRUE
Frog_20100625_FT02,PSRE,76,11,PSRE,TRUE
Frog_20100625_FT03,PSRE,28,4,PSRE,TRUE
Frog_20100806_FT01,PSRE,39,2,PSRE,TRUE
Frog_20110727_FT01,BUBO,52,3,BUBO,TRUE
Frog_20110727_FT02,BUBO,48,0,BUBO,TRUE
Frog_20110727_FT03,PSRE,30,14,PSRE,TRUE
Frog_20110727_FT04,PSRE,21,11,PSRE,TRUE
Frog_20110822_FT01,RACA,4,0,RACA,TRUE
Frog_20110822_FT02,RACA,7,0,RACA,TRUE
Frog_20120725_FT01,BUBO,10,3,BUBO,TRUE
Frog_20120725_FT02,PSRE,13,2,PSRE,TRUE
Frog_20120725_FT03,PSRE,5,2,PSRE,TRUE
Frog_20120725_FT04,BUBO,8,0,BUBO,TRUE
Frog_20120725_FT05,BUBO,5,0,BUBO,TRUE
Frog_20120725_FT06,RACA,1,0,RACA,TRUE
Frog_20120725_FT07,RACA,0,0,RACA,TRUE
Frog_20120725_FT09,RACA,0,0,RACA,TRUE
Frog_20130701_FT01,PSRE,71,11,PSRE,TRUE
Frog_20130701_FT02,PSRE,21,3,PSRE,TRUE
Frog_20130701_FT03,PSRE,20,3,PSRE,TRUE
Frog_20130702_FT01,BUBO,2,0,BUBO,TRUE
Frog_20130702_FT02,BUBO,1,0,BUBO,TRUE
Frog_20130702_FT03,RACA,0,0,RACA,TRUE
Frog_20130702_FT04,RACA,0,0,RACA,TRUE
Frog_20130702_FT05,RACA,1,0,RACA,TRUE
Frog_20130702_FT06,RACA,0,0,RACA,TRUE
Frog_20130702_FT07,RACA,1,0,RACA,TRUE
Frog_20130808_FT01,RACA,10,0,RACA,TRUE
Frog_20130808_FT02,RACA,10,0,RACA,TRUE
Frog_20130808_FT03,RACA,4,0,RACA,TRUE
Frog_20130808_FT04,RACA,12,0,RACA,TRUE
FROG_20140714_FT01,,0,0,PSRE,FALSE
FROG_20140714_FT02,,0,0,BUBO,FALSE
FROG_20140802_FT01,,5,0,PSRE,FALSE
FROG_20140802_FT02,,0,0,RACA,FALSE
FROG_20140802_FT05,,1,0,PSRE,FALSE
Frog_20140808_FT01,,7,1,PSRE,FALSE
Frog_20150602_FT01,,50,0,BUBO,FALSE
FROG_20150602_FT03,,20,1,BUBO,FALSE
FROG_20150712_FT02,,7,1,PSRE,FALSE
Frog_20150712_FT05,,5,1,PSRE,FALSE
FROG_20150712_FT06,,11,2,BUBO,FALSE
FROG_20150712_FT07,,20,0,PSRE,FALSE
FROG_20150712_FT08,,10,0,PSRE,FALSE
FROG_20150712_FT09,,6,0,PSRE,FALSE
FROG_20150819_FT04,,3,0,RACA,FALSE
Frog_20160718_FT01,PSRE,51,16,PSRE,FALSE
Frog_20160718_FT02,,106,0,BUBO,FALSE
Frog_20170710_FT01,,18,0,BUBO,FALSE
Frog_20170710_FT02,,24,13,PSRE,FALSE
Frog_20170710_FT03,,1,1,PSRE,FALSE
FROG_20180709_FT01,,25,10,PSRE,FALSE
FROG_20180709_FT02,,7,4,PSRE,FALSE
FROG_20190715_FT1,,11,0,PSRE,FALSE
FROG_20190715_FT2,,16,0,PSRE,FALSE
FROG_20190715_FT3,,32,3,PSRE,FALSE
FROG_20190715_FT4,,10,0,BUBO,FALSE
G3LV_20090722_FT01,BUBO,1,0,BUBO,TRUE
G3LV_20090722_FT01,PSRE,2,0,PSRE,TRUE
G3LV_20090722_FT02,PSRE,1,0,PSRE,TRUE
G3LV_20090722_FT03,PSRE,1,0,PSRE,TRUE
G3LV_20090722_FT04,PSRE,2,0,PSRE,TRUE
G3LV_20090722_FT05,RADR,0,1,RADR,TRUE
G3LV_20090722_FT06,RADR,0,0,RADR,TRUE
G5LV_20090716_FT01,BUBO,10,0,BUBO,TRUE
G5LV_20090716_FT01,PSRE,23,1,PSRE,TRUE
G5LV_20090716_FT02,BUBO,11,0,BUBO,TRUE
G5LV_20090716_FT02,PSRE,12,1,PSRE,TRUE
G5LV_20090716_FT03,BUBO,6,0,BUBO,TRUE
G5LV_20090716_FT03,PSRE,7,0,PSRE,TRUE
GDLP_20100622_FT01,PSRE,46,0,PSRE,TRUE
GDLP_20100622_FT02,PSRE,47,1,PSRE,TRUE
GDLP_20100622_FT03,PSRE,28,0,PSRE,TRUE
GDLP_20100622_FT04,PSRE,19,1,PSRE,TRUE
GDPND001_20110705_FT01,PSRE,0,0,PSRE,TRUE
GDPND001_20120712_FT01,PSRE,9,0,PSRE,TRUE
GDPND001_20120712_FT02,PSRE,8,1,PSRE,TRUE
GDPND001_20120712_FT03,PSRE,12,0,PSRE,TRUE
GDPND001_20140630_FT01,,0,0,PSRE,FALSE
GDPND001_20140630_FT02,,0,0,PSRE,FALSE
GDPND001_20150729_FT01,,0,0,PSRE,FALSE
GDPND001_20170727_FT01,,0,0,PSRE,FALSE
GDPND001_20180626_FT01,,0,0,PSRE,FALSE
GDPND001_20180626_FT02,,4,1,PSRE,FALSE
GDPND001_20180626_FT03,,3,0,PSRE,FALSE
GDPND001_20190630_FT1,,0,0,PSRE,FALSE
GDPND001_20190630_FT2,,2,0,PSRE,FALSE
GDPND001_20190630_FT3,,0,0,PSRE,FALSE
GDPND002_20100726_FT01,PSRE,11,0,PSRE,TRUE
GDPND002_20100726_FT02,PSRE,13,0,PSRE,TRUE
GDPND002_20100726_FT03,PSRE,7,1,PSRE,TRUE
GDPND002_20110705_FT01,PSRE,31,0,PSRE,TRUE
GDPND002_20110705_FT02,PSRE,14,0,PSRE,TRUE
GDPND002_20120712_FT01,PSRE,43,1,PSRE,TRUE
GDPND002_20120712_FT02,PSRE,28,0,PSRE,TRUE
GDPND002_20120712_FT03,PSRE,31,1,PSRE,TRUE
GDPND002_20120712_FT04,PSRE,10,0,PSRE,TRUE
GDPND002_20130717_FT01,PSRE,4,0,PSRE,TRUE
GDPND002_20130717_FT02,PSRE,7,0,PSRE,TRUE
GDPND002_20130717_FT03,TATO,15,2,TATO,TRUE
GDPND002_20150729_FT02,,0,0,PSRE,FALSE
GDPND004_20100726_FT01,PSRE,8,0,PSRE,TRUE
GDPND004_20100726_FT02,PSRE,8,0,PSRE,TRUE
GDPND004_20110705_FT01,PSRE,0,0,PSRE,TRUE
GDPND004_20120712_FT01,PSRE,25,0,PSRE,TRUE
GDPND004_20120712_FT02,PSRE,28,0,PSRE,TRUE
GDPND004_20120712_FT03,PSRE,21,1,PSRE,TRUE
GDPND004_20120712_FT04,PSRE,25,1,PSRE,TRUE
GDPND004_20130627_FT01,TATO,15,0,TATO,TRUE
GDPND004_20130627_FT02,PSRE,14,3,PSRE,TRUE
GDPND004_20130627_FT03,PSRE,1,0,PSRE,TRUE
GDPND004_20130627_FT04,PSRE,3,1,PSRE,TRUE
GDPND004_20140630_FT01,,5,1,PSRE,FALSE
GDPND004_20140630_FT02,,5,0,PSRE,FALSE
GDPND004_20140630_FT03,,10,0,TAGR,FALSE
GDPND004_20150729_FT01,,8,0,PSRE,FALSE
GDPND004_20150729_FT02,,0,0,PSRE,FALSE
GDPND004_20170705_FT01,,25,0,PSRE,FALSE
GDPND004_20180626_FT01,,0,0,PSRE,FALSE
GDPND004_20180626_FT02,,0,0,PSRE,FALSE
GDPND004_20180626_FT03,,0,0,PSRE,FALSE
GDPND004_20190630_FT1,,14,1,PSRE,FALSE
GDPND004_20190630_FT2,,28,0,PSRE,FALSE
GDPND004_20190630_FT3,,11,0,PSRE,FALSE
GDPND005_20090703_FT01,PSRE,11,1,PSRE,TRUE
GDPND005_20090703_FT02,PSRE,6,1,PSRE,TRUE
GDPND005_20090703_FT03,PSRE,4,0,PSRE,TRUE
GDPND005_20110706_FT01,TATO,50,0,TATO,TRUE
GDPND005_20110706_FT02,PSRE,40,3,PSRE,TRUE
GDPND005_20110706_FT03,PSRE,61,8,PSRE,TRUE
GDPND005_20120712_FT01,PSRE,7,0,PSRE,TRUE
GDPND005_20120712_FT02,PSRE,3,0,PSRE,TRUE
GDPND005_20120712_FT03,PSRE,2,0,PSRE,TRUE
GDPND005_20120713_FT04,PSRE,63,6,PSRE,TRUE
GDPND005_20120713_FT05,PSRE,35,6,PSRE,TRUE
GDPND005_20120713_FT06,PSRE,5,0,PSRE,TRUE
GDPND005_20120713_FT07,PSRE,4,0,PSRE,TRUE
GDPND005_20130627_FT01,PSRE,15,0,PSRE,TRUE
GDPND005_20130627_FT02,PSRE,70,0,PSRE,TRUE
GDPND005_20130627_FT03,PSRE,9,2,PSRE,TRUE
GDPND005_20130627_FT04,PSRE,19,1,PSRE,TRUE
GDPND005_20130627_FT05,TATO,16,0,TATO,TRUE
GDPND005_20140630_FT01,,0,0,PSRE,FALSE
GDPND005_20140630_FT02,,0,0,PSRE,FALSE
GDPND005_20140630_FT03,,10,0,TAGR,FALSE
GDPND005_20150721_FT01,,9,0,PSRE,FALSE
GDPND005_20150721_FT02,,14,0,PSRE,FALSE
GDPND005_20150721_FT03,,30,0,PSRE,FALSE
GDPND005_20160630_FT01,PSRE,29,2,PSRE,FALSE
GDPND005_20170705_FT01,,26,0,PSRE,FALSE
GDPND005_20180626_FT01,,0,0,PSRE,FALSE
GDPND005_20180626_FT02,,0,0,PSRE,FALSE
GDPND005_20190630_FT1,,4,4,PSRE,FALSE
GDPND005_20190630_FT2,,1,1,PSRE,FALSE
GDPND005_20190630_FT3,,1,1,PSRE,FALSE
GDPND005_20190630_FT4,,1,0,PSRE,FALSE
GDPND006_20100723_FT01,PSRE,38,8,PSRE,TRUE
GDPND006_20100723_FT02,PSRE,22,1,PSRE,TRUE
GDPND006_20110707_FT01,PSRE,68,4,PSRE,TRUE
GDPND006_20110707_FT02,PSRE,40,3,PSRE,TRUE
GDPND006_20110707_FT03,PSRE,12,0,PSRE,TRUE
GDPND006_20110707_FT04,TAGR,12,1,TAGR,TRUE
GDPND006_20120713_FT01,PSRE,17,1,PSRE,TRUE
GDPND006_20120713_FT02,PSRE,11,0,PSRE,TRUE
GDPND006_20130627_FT01,PSRE,65,0,PSRE,TRUE
GDPND006_20130627_FT02,TATO,15,0,TATO,TRUE
GDPND006_20150721_FT01,,17,0,RADR,FALSE
GDPND006_20150721_FT02,,1,0,PSRE,FALSE
GDPND006_20160630_FT01,PSRE,10,0,PSRE,FALSE
GDPND006_20170705_FT01,,15,1,PSRE,FALSE
GDPND006_20170705_FT02,,10,0,PSRE,FALSE
GDPND006_20180626_FT01,,12,0,PSRE,FALSE
GDPND006_20180626_FT02,,0,0,PSRE,FALSE
GDPND006_20190630_FT1,,4,1,PSRE,FALSE
GDPND006_20190630_FT2,,3,1,PSRE,FALSE
GDPND006_20190630_FT3,,3,1,PSRE,FALSE
GDPND008_20090514_FT01,PSRE,42,2,PSRE,TRUE
GDPND008_20090514_FT02,PSRE,31,1,PSRE,TRUE
GDPND008_20090514_FT03,PSRE,38,1,PSRE,TRUE
GDPND008_20090703_FT01,PSRE,15,1,PSRE,TRUE
GDPND008_20090703_FT02,PSRE,46,0,PSRE,TRUE
GDPND008_20090703_FT03,PSRE,38,0,PSRE,TRUE
GDPND008_20100614_FT01,PSRE,42,7,PSRE,TRUE
GDPND008_20100614_FT02,PSRE,63,5,PSRE,TRUE
GDPND008_20100614_FT03,PSRE,37,4,PSRE,TRUE
GDPND008_20100723_FT01,PSRE,44,0,PSRE,TRUE
GDPND008_20100723_FT02,PSRE,30,2,PSRE,TRUE
GDPND008_20100723_FT03,PSRE,63,2,PSRE,TRUE
GDPND008_20110526_FT01,PSRE,6,2,PSRE,TRUE
GDPND008_20110526_FT02,PSRE,48,17,PSRE,TRUE
GDPND008_20110526_FT03,PSRE,10,6,PSRE,TRUE
GDPND008_20110708_FT01,PSRE,57,11,PSRE,TRUE
GDPND008_20110708_FT02,PSRE,46,11,PSRE,TRUE
GDPND008_20120716_FT01,PSRE,32,24,PSRE,TRUE
GDPND008_20120716_FT02,PSRE,20,13,PSRE,TRUE
GDPND008_20130617_FT01,PSRE,129,33,PSRE,TRUE
GDPND008_20140528_FT01,,9,0,PSRE,FALSE
GDPND008_20140528_FT02,,8,0,PSRE,FALSE
GDPND008_20140528_FT03,,18,0,PSRE,FALSE
GDPND008_20140528_FT04,,1,0,PSRE,FALSE
GDPND008_20150721_FT01,,24,1,PSRE,FALSE
GDPND008_20160713_FT01,PSRE,38,0,PSRE,FALSE
GDPND008_20160713_FT02,PSRE,34,0,PSRE,FALSE
GDPND008_20170727_FT01,,10,0,PSRE,FALSE
GDPND008_20170727_FT02,,50,0,PSRE,FALSE
GDPND008_20180626_FT01,,36,0,PSRE,FALSE
GDPND008_20180626_FT02,,31,0,PSRE,FALSE
GDPND008_20180626_FT03,,50,0,PSRE,FALSE
GDPND008_20190630_FT1,,46,2,PSRE,FALSE
GDPND008_20190630_FT2,,44,0,PSRE,FALSE
GDPND008_20190630_FT3,,15,0,PSRE,FALSE
GDPND008_20190630_FT4,,34,0,PSRE,FALSE
GDPND009_20100723_FT01,PSRE,30,0,PSRE,TRUE
GDPND009_20100723_FT02,PSRE,25,2,PSRE,TRUE
GDPND009_20110708_FT01,PSRE,38,0,PSRE,TRUE
GDPND009_20110708_FT02,PSRE,14,0,PSRE,TRUE
GDPND009_20110708_FT02,RADR,1,0,RADR,TRUE
GDPND009_20120716_FT01,PSRE,26,0,PSRE,TRUE
GDPND009_20130617_FT01,PSRE,24,0,PSRE,TRUE
GDPND009_20130617_FT02,PSRE,50,0,PSRE,TRUE
GDPND009_20130617_FT03,TATO,15,0,TATO,TRUE
GDPND009_20140709_FT01,,12,0,PSRE,FALSE
GDPND009_20140709_FT02,,15,1,PSRE,FALSE
GDPND009_20140709_FT03,,10,0,TAGR,FALSE
GDPND009_20140709_FT04,,4,0,TATO,FALSE
GDPND009_20150721_FT01,,17,1,PSRE,FALSE
GDPND009_20160713_FT01,PSRE,0,0,PSRE,FALSE
GDPND009_20170727_FT01,,2,1,PSRE,FALSE
GDPND009_20170727_FT02,,5,0,PSRE,FALSE
GDPND010_20130717_FT01,PSRE,0,0,PSRE,TRUE
GDPND010_20130717_FT02,PSRE,0,0,PSRE,TRUE
GDPND010_20130717_FT03,PSRE,0,0,PSRE,TRUE
GDPND010_20170727_FT01,,0,0,PSRE,FALSE
GDPND010_20170727_FT02,,0,0,PSRE,FALSE
GDPND013_20110706_FT01,PSRE,42,0,PSRE,TRUE
GDPND013_20110706_FT02,PSRE,55,0,PSRE,TRUE
GDPND014_20090703_FT01,PSRE,12,1,PSRE,TRUE
GDPND014_20090703_FT02,PSRE,16,0,PSRE,TRUE
GDPND014_20100723_FT01,PSRE,46,2,PSRE,TRUE
GDPND014_20100723_FT02,PSRE,8,0,PSRE,TRUE
GDPND014_20100723_FT03,PSRE,54,2,PSRE,TRUE
GDPND014_20110707_FT01,PSRE,46,2,PSRE,TRUE
GDPND014_20110707_FT02,PSRE,51,0,PSRE,TRUE
GDPND014_20120713_FT01,PSRE,4,0,PSRE,TRUE
GDPND014_20120713_FT02,PSRE,2,0,PSRE,TRUE
GDPND014_20120713_FT03,PSRE,5,0,PSRE,TRUE
GDPND014_20130627_FT01,PSRE,29,1,PSRE,TRUE
GDPND014_20130627_FT02,PSRE,42,1,PSRE,TRUE
GDPND014_20130627_FT03,TATO,3,0,TATO,TRUE
GDPND014_20150721_FT01,,0,0,PSRE,FALSE
GDPND014_20170705_FT01,,50,8,PSRE,FALSE
GDPND014_20180626_FT01,,7,0,PSRE,FALSE
GDPND014_20180626_FT02,,0,0,PSRE,FALSE
GDPND014_20190630_FT1,,13,0,PSRE,FALSE
GDPND014_20190630_FT2,,14,1,PSRE,FALSE
GDPND015_20100726_FT01,PSRE,11,1,PSRE,TRUE
GDPND015_20100726_FT02,PSRE,9,1,PSRE,TRUE
GDPND015_20100726_FT03,PSRE,6,0,PSRE,TRUE
GDPND015_20110706_FT01,PSRE,17,1,PSRE,TRUE
GDPND015_20110706_FT02,PSRE,21,0,PSRE,TRUE
GLORGCP_20130708_FT01,PSRE,0,0,PSRE,TRUE
GLORGCP_20130708_FT02,PSRE,0,0,PSRE,TRUE
GLORGCP_20130708_FT03,PSRE,0,0,PSRE,TRUE
GLORGCP_20130708_FT04,RACA,1,0,RACA,TRUE
GLORGCP_20130708_FT05,RACA,2,0,RACA,TRUE
GLORGCP_20130708_FT06,RACA,2,0,RACA,TRUE
GLORGCP_20130708_FT07,RACA,1,0,RACA,TRUE
GLORGCP_20140717_FT01,,33,0,RACA,FALSE
GLORGCP_20140717_FT02,,0,0,RACA,FALSE
GLORGCP_20140717_FT03,,0,0,RACA,FALSE
GLORGCP_20140717_FT04,,0,0,RACA,FALSE
GLORGCP_20150727_FT01,,100,0,BUBO,FALSE
GLORGCP_20150806_FT02,,0,0,RACA,FALSE
GLORGCP_20150806_FT03,,2,0,RACA,FALSE
GLORGCP_20160728_FT01,PSRE,3,0,PSRE,FALSE
GLORGCP_20170620_FT01,,50,0,BUBO,FALSE
GLORGCP_20170620_FT02,,52,0,BUBO,FALSE
GLORGCP_20170810_FT01,,41,0,PSRE,FALSE
GLORGCP_20170810_FT02,,52,1,PSRE,FALSE
GLORGCP_20170810_FT03,,34,0,PSRE,FALSE
GLORGCP_20180630_FT01,,1,0,PSRE,FALSE
GLORGCP_20180630_FT02,,1,0,BUBO,FALSE
GLORGCP_20180630_FT03,,1,0,PSRE,FALSE
GLORGCP_20180630_FT04,,9,0,BUBO,FALSE
GLORGCP_20190708_FT1,,25,0,PSRE,FALSE
GLORGCP_20190708_FT2,,5,0,PSRE,FALSE
GLORGCP_20190708_FT3,,5,0,PSRE,FALSE
GLORGCP_20190708_FT4,,16,2,BUBO,FALSE
GLORGCP_20190708_FT5,,5,0,BUBO,FALSE
GrampBOR_20170626_FT01,,7,1,PSRE,FALSE
GrampBOR_20170626_FT02,,4,0,PSRE,FALSE
GrampBOR_20170626_FT03,,2,0,BUBO,FALSE
GrampBOR_20180712_FT01,,50,0,PSRE,FALSE
GRAMPBOR_20190718_FT1,,36,0,PSRE,FALSE
GRAMPBOR_20190718_FT2,,0,0,BUBO,FALSE
GRAMPBOR_20190718_FT3,,29,2,PSRE,FALSE
GRAMPBOR_20190718_FT4,,23,2,PSRE,FALSE
GRAMPBOR_20190718_FT5,,50,0,PSRE,FALSE
H1LV_20090716_FT01,BUBO,2,0,BUBO,TRUE
H1LV_20090716_FT01,PSRE,16,2,PSRE,TRUE
H1LV_20090716_FT02,BUBO,2,0,BUBO,TRUE
H1LV_20090716_FT02,PSRE,2,0,PSRE,TRUE
H1LV_20090716_FT03,BUBO,4,0,BUBO,TRUE
H1LV_20090716_FT03,PSRE,2,0,PSRE,TRUE
H1LV_20090716_FT04,BUBO,2,0,BUBO,TRUE
H1LV_20090716_FT04,PSRE,2,0,PSRE,TRUE
H1LV_20090716_FT05,PSRE,3,1,PSRE,TRUE
H1LV_20090806_FT01,RADR,5,1,RADR,TRUE
H1LV_20090806_FT02,PSRE,6,4,PSRE,TRUE
HeronGCP_20100715_FT01,BUBO,2,0,BUBO,TRUE
HeronGCP_20100715_FT01,PSRE,61,2,PSRE,TRUE
HeronGCP_20100715_FT02,PSRE,37,0,PSRE,TRUE
HeronGCP_20100715_FT03,PSRE,13,1,PSRE,TRUE
HeronGCP_20110803_FT01,PSRE,21,0,PSRE,TRUE
HeronGCP_20110803_FT02,PSRE,11,0,PSRE,TRUE
HERONGCP_20130619_FT01,PSRE,2,0,PSRE,TRUE
HERONGCP_20130619_FT02,PSRE,2,0,PSRE,TRUE
HERONGCP_20150723_FT01,,0,0,PSRE,FALSE
HERONGCP_20170712_FT01,,0,0,PSRE,FALSE
HeronGCP_20180717_FT01,,17,2,PSRE,FALSE
HeronGCP_20180717_FT02,,6,0,PSRE,FALSE
HeronGCP_20180717_FT03,,4,0,BUBO,FALSE
HeronGCP_20180717_FT04,,6,0,BUBO,FALSE
HERONGCP_20190612_FT1,,33,3,PSRE,FALSE
HERONGCP_20190612_FT2,,20,0,BUBO,FALSE
HERONGCP_20190716_FT1,,30,1,PSRE,FALSE
HERONGCP_20190716_FT2,,6,2,BUBO,FALSE
HERONGCP_20190716_FT3,,15,1,PSRE,FALSE
HERONGCP_20190716_FT4,,9,0,BUBO,FALSE
Hidden_19970724_FT01,BUBO,75,3,BUBO,TRUE
Hidden_19970731_FT01,PSRE,201,14,PSRE,TRUE
Hidden_19980127_FT01,PSRE,77,1,PSRE,TRUE
Hidden_19980730_FT01,PSRE,601,78,PSRE,TRUE
Hidden_19980807_FT01,BUBO,56,2,BUBO,TRUE
Hidden_19990613_FT01,PSRE,567,108,PSRE,TRUE
Hidden_19990613_FT02,RACA,74,2,RACA,TRUE
Hidden_20050725_FT01,HYRE,60,51,PSRE,TRUE
Hidden_20050725_FT02,HYRE,38,27,PSRE,TRUE
Hidden_20050725_FT03,HYRE,50,38,PSRE,TRUE
Hidden_20050725_FT04,HYRE,38,22,PSRE,TRUE
Hidden_20050725_FT05,HYRE,186,138,PSRE,TRUE
Hidden_20050725_FT06,BUBO,28,23,BUBO,TRUE
Hidden_20050725_FT07,BUBO,19,18,BUBO,TRUE
Hidden_20050725_FT08,BUBO,47,41,BUBO,TRUE
Hidden_20060713_FT01,HYRE,22,11,PSRE,TRUE
Hidden_20060713_FT02,HYRE,33,22,PSRE,TRUE
Hidden_20060713_FT03,HYRE,17,12,PSRE,TRUE
Hidden_20060713_FT04,HYRE,29,18,PSRE,TRUE
Hidden_20060713_FT05,HYRE,55,27,PSRE,TRUE
Hidden_20060713_FT06,HYRE,156,90,PSRE,TRUE
Hidden_20060713_FT07,BUBO,8,2,BUBO,TRUE
Hidden_20060713_FT08,BUBO,0,0,BUBO,TRUE
Hidden_20060713_FT09,BUBO,0,0,BUBO,TRUE
Hidden_20060713_FT10,BUBO,8,2,BUBO,TRUE
Hidden_20070211_FT01,PSRE,55,1,PSRE,TRUE
Hidden_20070211_FT02,RACA,0,0,RACA,TRUE
Hidden_20070731_FT01,PSRE,229,66,PSRE,TRUE
Hidden_20070731_FT02,RACA,0,0,RACA,TRUE
Hidden_20080218_FT01,PSRE,47,3,PSRE,TRUE
Hidden_20090713_FT01,PSRE,58,17,PSRE,TRUE
Hidden_20090713_FT02,BUBO,4,0,BUBO,TRUE
Hidden_20090713_FT03,PSRE,68,28,PSRE,TRUE
Hidden_20090713_FT04,PSRE,48,20,PSRE,TRUE
Hidden_20090713_FT05,PSRE,68,14,PSRE,TRUE
Hidden_20100625_FT01,PSRE,131,6,PSRE,TRUE
Hidden_20100625_FT02,BUBO,113,1,BUBO,TRUE
Hidden_20100806_FT01,PSRE,45,2,PSRE,TRUE
Hidden_20100806_FT02,PSRE,60,3,PSRE,TRUE
Hidden_20100806_FT03,PSRE,6,0,PSRE,TRUE
Hidden_20110727_FT01,PSRE,54,35,PSRE,TRUE
Hidden_20110727_FT02,BUBO,88,3,BUBO,TRUE
Hidden_20110727_FT03,PSRE,58,30,PSRE,TRUE
Hidden_20110822_FT01,RACA,2,1,RACA,TRUE
Hidden_20110822_FT02,RACA,17,6,RACA,TRUE
Hidden_20120725_FT01,PSRE,61,3,PSRE,TRUE
Hidden_20120725_FT02,BUBO,90,5,BUBO,TRUE
Hidden_20120725_FT03,PSRE,49,6,PSRE,TRUE
Hidden_20120725_FT04,RACA,1,0,RACA,TRUE
Hidden_20120725_FT05,RACA,3,0,RACA,TRUE
Hidden_20120725_FT06,PSRE,4,0,PSRE,TRUE
Hidden_20120725_FT07,RACA,8,0,RACA,TRUE
Hidden_20130701_FT01,PSRE,59,42,PSRE,TRUE
Hidden_20130701_FT02,PSRE,42,27,PSRE,TRUE
Hidden_20130701_FT02,RACA,0,0,RACA,TRUE
Hidden_20130701_FT03,BUBO,101,20,BUBO,TRUE
Hidden_20130701_FT03,RACA,1,0,RACA,TRUE
Hidden_20130701_FT04,RACA,0,0,RACA,TRUE
Hidden_20130701_FT05,RACA,0,0,RACA,TRUE
Hidden_20130701_FT06,RACA,1,0,RACA,TRUE
Hidden_20130701_FT06,TATO,15,0,TATO,TRUE
HIDDEN_20140602_FT01,,45,0,BUBO,FALSE
HIDDEN_20140602_FT02,,36,0,BUBO,FALSE
HIDDEN_20140714_FT01,,31,0,BUBO,FALSE
HIDDEN_20140714_FT02,,23,0,BUBO,FALSE
Hidden_20140714_FT03,,31,4,PSRE,FALSE
Hidden_20140714_FT04,,41,5,PSRE,FALSE
HIDDEN_20140714_FT05,,10,0,TATO,FALSE
Hidden_20140714_FT06,,42,2,PSRE,FALSE
Hidden_20140802_FT01,,20,2,PSRE,FALSE
HIDDEN_20140802_FT02,,0,0,RACA,FALSE
HIDDEN_20140802_FT03,,0,0,RACA,FALSE
HIDDEN_20140802_FT04,,0,0,RACA,FALSE
HIDDEN_20140802_FT05,,0,0,PSRE,FALSE
