TransCode,SppCode_Old,Spp_Total,Mal_Total,SppCode,Updated_Spp
HIDDEN_20150712_FT01,,5,0,BUBO,FALSE
Hidden_20150712_FT02,,21,8,PSRE,FALSE
HIDDEN_20150712_FT03,,7,1,BUBO,FALSE
HIDDEN_20150712_FT04,,0,0,BUBO,FALSE
HIDDEN_20150712_FT05,,21,3,PSRE,FALSE
Hidden_20150712_FT06,,25,2,PSRE,FALSE
Hidden_20150712_FT07,,21,62,PSRE,FALSE
Hidden_20150712_FT08,,50,8,PSRE,FALSE
Hidden_20160718_FT01,PSRE,116,8,PSRE,FALSE
Hidden_20160718_FT02,BUBO,106,0,BUBO,FALSE
Hidden_20170710_FT01,,2,0,PSRE,FALSE
Hidden_20170710_FT02,,5,0,BUBO,FALSE
Hidden_20170710_FT03,,7,0,BUBO,FALSE
Hidden_20170710_FT04,,8,1,PSRE,FALSE
HIDDEN_20180709_FT01,,47,10,PSRE,FALSE
HIDDEN_20180709_FT02,,17,1,BUBO,FALSE
HIDDEN_20180709_FT03,,27,10,PSRE,FALSE
HIDDEN_20180709_FT04,,26,9,PSRE,FALSE
HIDDEN_20180709_FT05,,7,0,BUBO,FALSE
HIDDEN_20180709_FT06,,3,0,BUBO,FALSE
HIDDEN_20190715_FT1,,29,18,PSRE,FALSE
HIDDEN_20190715_FT2,,35,23,PSRE,FALSE
HIDDEN_20190715_FT3,,1,0,BUBO,FALSE
HIDDEN_20190715_FT4,,9,0,BUBO,FALSE
HIDDEN_20190715_FT5,,1,0,RADR,FALSE
HIDDEN_20190715_FT6,,1,0,BUBO,FALSE
HIDDEN_20190715_FT7,,6,0,RADR,FALSE
HIDDEN_20190715_FT8,,60,45,PSRE,FALSE
HMA01_20160817_FT01,PSRE,15,0,PSRE,FALSE
HMA01_20170815_FT01,,28,0,PSRE,FALSE
HMA02_20170815_FT01,,1,0,PSRE,FALSE
HMA02_20170815_FT02,,4,0,PSRE,FALSE
HMDSP_20100701_FT01,PSRE,27,0,PSRE,TRUE
HMDSP_20100701_FT02,PSRE,14,0,PSRE,TRUE
HMDSP_20100701_FT03,PSRE,62,1,PSRE,TRUE
HMDSP_20100701_FT04,PSRE,25,0,PSRE,TRUE
HouseCL_20090728_FT01,PSRE,22,0,PSRE,TRUE
HouseCL_20090728_FT02,BUBO,1,0,BUBO,TRUE
HouseCL_20090728_FT02,PSRE,10,0,PSRE,TRUE
HouseCL_20090728_FT03,BUBO,1,0,BUBO,TRUE
HouseCL_20090728_FT03,PSRE,20,0,PSRE,TRUE
humic_20070702_FT01,PSTR,7,1,PSTR,TRUE
humic_20070702_FT02,PSTR,13,1,PSTR,TRUE
I2LV_20090716_FT01,BUBO,2,0,BUBO,TRUE
I2LV_20090716_FT01,PSRE,14,1,PSRE,TRUE
I2LV_20090716_FT02,BUBO,5,0,BUBO,TRUE
I2LV_20090716_FT02,PSRE,74,1,PSRE,TRUE
I2LV_20090716_FT03,RADR,2,0,RADR,TRUE
I2LV_20090716_FT04,RADR,4,0,RADR,TRUE
I2LV_20090716_FT05,RADR,2,0,RADR,TRUE
I2LV_20090716_FT06,RADR,11,2,RADR,TRUE
ImScdPR_20090727_FT01,BUBO,5,0,BUBO,TRUE
ImScdPR_20090727_FT01,PSRE,11,0,PSRE,TRUE
ImScdPR_20090727_FT02,BUBO,3,0,BUBO,TRUE
ImScdPR_20090727_FT02,PSRE,8,0,PSRE,TRUE
ImScdPR_20090727_FT03,BUBO,6,0,BUBO,TRUE
ImScdPR_20090727_FT03,PSRE,8,0,PSRE,TRUE
IN-BOKKA_20140617_FT01,,2000,2,LIAR,FALSE
KAMM_20100524_FT01,BUBO,97,2,BUBO,TRUE
KAMM_20100524_FT02,PSRE,29,0,PSRE,TRUE
KAMM_20100714_FT01,BUBO,102,1,BUBO,TRUE
KAMM_20100714_FT02,PSRE,43,1,PSRE,TRUE
KAMM_20100714_FT03,PSRE,44,1,PSRE,TRUE
KAMM_20100714_FT04,PSRE,36,1,PSRE,TRUE
KAMM_20110731_FT01,PSRE,110,2,PSRE,TRUE
KAMM_20110731_FT02,PSRE,109,3,PSRE,TRUE
KAMM_20110803_FT03,RACA,1,0,RACA,TRUE
KAMM_20110803_FT04,RACA,4,0,RACA,TRUE
KAMM_20150723_FT01,,18,1,BUBO,FALSE
KAMM_20160714_FT01,BUBO,54,3,BUBO,FALSE
KAMM_20170712_FT01,,10,1,PSRE,FALSE
KAMM_20170712_FT02,,29,0,BUBO,FALSE
KAMM_20170712_FT03,,40,0,BUBO,FALSE
KAMM_20170712_FT04,,54,3,PSRE,FALSE
KAMM_20170803_FT01,,1,0,RACA,FALSE
KAMM_20170803_FT02,,1,0,RACA,FALSE
KAMM_20170803_FT03,,0,0,RACA,FALSE
KAMM_20170803_FT04,,1,0,RACA,FALSE
KAMM_20170803_FT05,,0,0,RACA,FALSE
KAMM_20170803_FT06,,8,0,RACA,FALSE
KAMM_20180620_FT01,,76,1,BUBO,FALSE
KAMM_20180620_FT02,,21,0,PSRE,FALSE
KAMM_20180620_FT03,,12,0,PSRE,FALSE
KAMM_20180620_FT04,,5,0,PSRE,FALSE
KAMM_20180724_FT01,,21,0,RACA,FALSE
KAMM_20180724_FT02,,56,0,RACA,FALSE
KAMM_20180724_FT03,,23,0,RACA,FALSE
KAMM_20180724_FT04,,54,0,RACA,FALSE
KAMM_20190515_FT1,,54,0,BUBO,FALSE
KAMM_20190515_FT2,,51,0,BUBO,FALSE
KAMM_20190718_FT1,,112,9,PSRE,FALSE
KAMM_20190718_FT2,,25,3,PSRE,FALSE
KIDNGCP_20100716_FT01,PSRE,62,0,PSRE,TRUE
KIDNGCP_20100716_FT02,PSRE,58,2,PSRE,TRUE
KIDNGCP_20100716_FT03,PSRE,14,0,PSRE,TRUE
LLA01_20160818_FT01,PSRE,5,0,PSRE,FALSE
LLA03_20160818_FT01,PSRE,28,0,PSRE,FALSE
LLA03_20160818_FT02,BUBO,10,0,BUBO,FALSE
LLA03_20160818_FT03,AMMA,3,0,AMMA,FALSE
LLTNC_20100713_FT01,PSRE,43,1,PSRE,TRUE
LLTNC_20100713_FT02,PSRE,33,0,PSRE,TRUE
LLTNC_20100713_FT03,PSRE,48,1,PSRE,TRUE
LLTNC_20110815_FT01,PSRE,107,1,PSRE,TRUE
LLTNC_20110815_FT02,BUBO,14,0,BUBO,TRUE
MLA01_20160815_FT01,PSRE,10,0,PSRE,FALSE
MLDTNC_20100713_FT01,PSRE,44,0,PSRE,TRUE
MLDTNC_20100713_FT02,PSRE,21,1,PSRE,TRUE
MLDTNC_20100713_FT03,PSRE,27,1,PSRE,TRUE
MLDTNC_20100713_FT04,PSRE,8,0,PSRE,TRUE
MLDTNC_20110815_FT01,PSRE,101,3,PSRE,TRUE
MLDTNC_20110815_FT02,BUBO,98,1,BUBO,TRUE
MN-EDP_20030729_FT01,RAPI,142,60,RAPI,TRUE
MN-EDP_20030817_FT01,RAPI,134,61,RAPI,TRUE
MN-EDP_20030817_FT02,BUFO,7,5,BUFO,TRUE
MN-EDP_20030907_FT01,BUAM,4,2,BUAM,TRUE
MN-EDP_20030907_FT01,RAPI,62,28,RAPI,TRUE
MN-EDP_20030907_FT03,HELI,28,,HELI,TRUE
MN-EDP_20040611_FT01,HELI,10,,HELI,TRUE
MN-EDP_20040611_FT02,HELI,10,,HELI,TRUE
MN-EDP_20040611_FT03,HELI,10,,HELI,TRUE
MN-EDP_20040624_FT01,HELI,16,0,HELI,TRUE
MN-EDP_20040624_FT02,HELI,35,0,HELI,TRUE
MN-EDP_20040624_FT03,HELI,31,0,HELI,TRUE
MN-EDP_20040624_FT04,BUAM,126,74,BUAM,TRUE
MN-EDP_20040624_FT05,BUAM,73,47,BUAM,TRUE
MN-EDP_20040710_FT01,BUAM,155,86,BUAM,TRUE
MN-EDP_20040710_FT02,HYVE,8,0,HYVE,TRUE
MN-EDP_20040710_FT03,RAPI,326,88,RAPI,TRUE
MN-EDP_20040723_FT01,BUAM,293,70,BUAM,TRUE
MN-EDP_20040723_FT02,HYVE,75,2,HYVE,TRUE
MN-EDP_20040723_FT03,RAPI,305,100,RAPI,TRUE
MN-EDP_20040724_FT01,RAPI,155,61,RAPI,TRUE
MN-EDP_20040724_FT02,HYLA,39,1,HYLA,TRUE
MN-EDP_20040724_FT03,BUAM,144,,BUAM,TRUE
MN-EDP_20040803_FT01,BUAM,52,228,BUAM,TRUE
MN-EDP_20040803_FT02,RAPI,202,69,RAPI,TRUE
MN-EDP_20040803_FT03,HYVE,20,0,HYVE,TRUE
MN-EDP_20040820_FT01,BUFO,73,34,BUFO,TRUE
MN-EDP_20040820_FT02,HYLA,110,1,HYLA,TRUE
MN-EDP_20040820_FT03,RAPI,427,95,RAPI,TRUE
MN-EDP_20040820_FT04,HELI,91,,HELI,TRUE
MN-EDP_20040905_FT01,HYVE,46,5,HYVE,TRUE
MN-EDP_20040905_FT02,RAPI,194,59,RAPI,TRUE
MN-EDP_20040905_FT03,BUFO,27,15,BUFO,TRUE
MN-EDP_20040905_FT04,HELI,91,,HELI,TRUE
MN-EDP_20040919_FT01,BUAM,8,7,BUAM,TRUE
MN-EDP_20040919_FT02,RAPI,27,12,RAPI,TRUE
MN-EDP_20040919_FT03,HELI,37,,HELI,TRUE
MN-EDP_20041008_FT01,RAPI,35,4,RAPI,TRUE
MN-EDP_20041008_FT02,HELI,74,,HELI,TRUE
MN-EDP_20041008_FT02,STEL,2,,STEL,TRUE
MN-EDP_20050416_FT01,PHSP,,,PHSP,FALSE
MN-EDP_20050416_FT02,HELI,51,,HELI,FALSE
MN-EDP_20050514_FT01,HELI,53,,HELI,FALSE
MN-EDP_20050602_FT01,HELI,42,0,HELI,TRUE
MN-EDP_20050602_FT02,RAPI,1,0,HELI,TRUE
MN-EDP_20050602_FT02,HYVE,41,0,HYVE,TRUE
MN-EDP_20050619_FT01,HELI,60,0,HELI,TRUE
MN-EDP_20050619_FT02,PHSP,148,0,PHSP,TRUE
MN-EDP_20050619_FT03,HYLA,44,0,HYLA,TRUE
MN-EDP_20050619_FT03,RAPI,42,0,RAPI,TRUE
MN-EDP_20050630_FT01,HELI,86,0,HELI,TRUE
MN-EDP_20050630_FT02,RAPI,17,0,RAPI,TRUE
MN-EDP_20050630_FT03,PHSP,115,0,PHSP,TRUE
MN-EDP_20050708_FT01,HYVE,51,2,HYVE,TRUE
MN-EDP_20050708_FT02,RAPI,111,0,RAPI,TRUE
MN-EDP_20050718_FT01,HYVE,146,1,HYVE,TRUE
MN-EDP_20050718_FT02,RAPI,203,2,RAPI,TRUE
MN-EDP_20050718_FT03,PHSP,150,,PHSP,TRUE
MN-EDP_20050808_FT03,PHSP,155,0,PHSP,TRUE
MN-EDP_20050809_FT01,HELI,47,,HELI,TRUE
MN-EDP_20050809_FT02,RAPI,119,3,RAPI,TRUE
MN-EDP_20050809_FT04,HYVE,102,2,HYVE,TRUE
MN-EDP_20050824_FT01,HELI,29,0,HELI,TRUE
MN-EDP_20050824_FT02,PHSP,150,0,RAPI,TRUE
MN-EDP_20050824_FT03,HYLA,100,3,HYLA,TRUE
MN-EDP_20050824_FT04,RAPI,36,1,RAPI,TRUE
MN-EDP_20050924_FT01,HELI,89,0,HELI,TRUE
MN-EDP_20050924_FT02,HYVE,0,0,HYVE,TRUE
MN-EDP_20050924_FT03,RAPI,0,0,RAPI,TRUE
MN-EDP_20050925_FT01,HYVE,0,0,HYVE,TRUE
MN-EDP_20051023_FT01,HELI,113,0,HELI,TRUE
MN-EDP_20051023_FT01,RAPI,2,0,RAPI,TRUE
MN-EDP_20060423_FT01,HELI,65,0,HELI,TRUE
MN-EDP_20060423_FT02,RAPI,21,5,RAPI,TRUE
MN-EDP_20060519_FT01,HELI,50,0,HELI,TRUE
MN-EDP_20060519_FT02,BUAM,20,0,BUAM,TRUE
MN-EDP_20060519_FT02,RAPI,20,0,RAPI,TRUE
MN-EDP_20060602_FT01,BUFO,2,0,BUFO,TRUE
MN-EDP_20060602_FT01,RAPI,53,0,RAPI,TRUE
MN-EDP_20060602_FT02,HELI,135,0,HELI,TRUE
MN-EDP_20060602_FT02,RACL,3,0,RACL,TRUE
MN-EDP_20060613_FT01,RAPI,149,1,RAPI,TRUE
MN-EDP_20060614_FT01,HYVE,4,0,HYVE,TRUE
MN-EDP_20060614_FT01,RAPI,100,1,RAPI,TRUE
MN-EDP_20060614_FT02,RAPI,50,0,RAPI,TRUE
MN-EDP_20060614_FT03,HELI,150,0,HELI,TRUE
MN-EDP_20060627_FT01,BUAM,106,3,BUAM,TRUE
MN-EDP_20060627_FT02,HYVE,1,0,HYVE,TRUE
MN-EDP_20060627_FT03,RAPI,59,1,RAPI,TRUE
MN-EDP_20060627_FT04,HELI,135,0,HELI,TRUE
MN-EDP_20060712_FT01,HELI,100,0,HELI,TRUE
MN-EDP_20060712_FT02,HYVE,50,0,HYVE,TRUE
MN-EDP_20060712_FT03,RAPI,50,0,RAPI,TRUE
MN-EDP_20060712_FT04,BUAM,50,2,BUAM,TRUE
MN-EDP_20060727_FT01,BUAM,19,0,BUAM,TRUE
MN-EDP_20060727_FT02,HYVE,51,0,HYVE,TRUE
MN-EDP_20060727_FT03,RAPI,53,0,RAPI,TRUE
MN-EDP_20060822_FT01,HYVE,36,1,HYVE,TRUE
MN-EDP_20060822_FT02,BUAM,11,3,BUAM,TRUE
MN-EDP_20060822_FT02,RAPI,48,2,RAPI,TRUE
MN-EDP_20060822_FT03,HELI,81,0,HELI,TRUE
MN-EDP_20060916_FT01,HELI,88,0,HELI,TRUE
MN-EDP_20060916_FT02,HYVE,0,0,HYVE,TRUE
MN-EDP_20060916_FT03,BUAM,2,0,BUAM,TRUE
MN-EDP_20060916_FT03,RAPI,17,0,RAPI,TRUE
MN-EDP_20060916_FT04,RACL,0,0,RACL,TRUE
MN-EDP_20070423_FT01,HELI,12,0,HELI,TRUE
MN-EDP_20070515_FT01,HELI,45,0,HELI,TRUE
MN-EDP_20070515_FT02,RACL,4,0,RACL,TRUE
MN-EDP_20070515_FT03,BUAM,200,0,BUAM,TRUE
MN-EDP_20070605_FT01,HELI,67,0,HELI,TRUE
MN-EDP_20070605_FT02,BUAM,12,0,BUAM,TRUE
MN-EDP_20070605_FT03,RACL,2,1,RACL,TRUE
MN-EDP_20070620_FT01,HELI,79,0,HELI,TRUE
MN-EDP_20070620_FT02,HYVE,7,0,HYVE,TRUE
MN-EDP_20070620_FT02,RACL,2,0,RACL,TRUE
MN-EDP_20070620_FT03,BUAM,1,0,BUAM,TRUE
MN-EDP_20070701_FT01,BUAM,28,1,BUAM,TRUE
MN-EDP_20070701_FT02,HYVE,11,0,HYVE,TRUE
MN-EDP_20070701_FT02,RACL,2,0,RACL,TRUE
MN-EDP_20070701_FT02,RAPI,27,0,RAPI,TRUE
MN-EDP_20070701_FT03,HELI,59,0,HELI,TRUE
MN-EDP_20070722_FT01,HELI,77,0,HELI,TRUE
MN-EDP_20070722_FT02,BUAM,15,1,BUAM,TRUE
MN-EDP_20070722_FT03,RAPI,11,0,RAPI,TRUE
MN-EDP_20070722_FT04,HYVE,29,3,HYVE,TRUE
MN-EDP_20070727_FT01,HELI,134,0,HELI,TRUE
MN-EDP_20070727_FT02,RAPI,53,0,RAPI,TRUE
MN-EDP_20070727_FT03,HYVE,51,0,HYVE,TRUE
MN-EDP_20070727_FT04,BUAM,19,0,BUAM,TRUE
MN-EDP_20070805_FT01,BUFO,2,0,BUFO,TRUE
MN-EDP_20070805_FT01,HELI,26,0,HELI,TRUE
MN-EDP_20070805_FT02,BUAM,0,0,BUAM,TRUE
MN-EDP_20070805_FT03,RAPI,1,0,RAPI,TRUE
MN-EDP_20070805_FT04,HYVE,34,1,HYVE,TRUE
MN-EDP_20070826_FT01,HYVE,10,0,HYVE,TRUE
MN-EDP_20070826_FT02,RAPI,0,0,RAPI,TRUE
MN-EDP_20070826_FT03,HELI,76,0,HELI,TRUE
MN-EDP_20100425_FT01,PHSP,,,PHSP,TRUE
MN-EDP_20100516_FT01,BUAM,6,0,BUAM,TRUE
MN-EDP_20100516_FT01,PSRE,2,0,PSRE,TRUE
MN-EDP_20100531_FT01,BUAM,16,0,BUAM,TRUE
MN-EDP_20100531_FT01,HELI,20,0,HELI,TRUE
MN-EDP_20100531_FT01,PSRE,3,0,PSRE,TRUE
MN-EDP_20100531_FT01,RACL,2,0,RACL,TRUE
MN-EDP_20100531_FT02,BUAM,3,0,BUAM,TRUE
MN-EDP_20100620_FT01,BUBO,38,2,BUBO,TRUE
MN-EDP_20100620_FT02,HELI,4,,HELI,TRUE
MN-EDP_20100620_FT02,HYVE,12,0,HYVE,TRUE
MN-EDP_20100620_FT02,RACL,2,0,RACL,TRUE
MN-EDP_20100620_FT03,RAPI,9,0,RAPI,TRUE
MN-EDP_20100627_FT01,BUAM,61,2,BUAM,TRUE
MN-EDP_20100627_FT01,RAPI,19,1,RAPI,TRUE
MN-EDP_20100726_FT01,HELI,16,0,HELI,TRUE
MN-EDP_20100815_FT01,HELI,53,0,HELI,TRUE
MN-EDP_20101003_FT01,HELI,11,0,HELI,TRUE
MN-EDP_20110703_FT01,BUAM,150,23,BUAM,TRUE
MN-EDP_20110718_FT01,HYCH,15,1,HYCH,TRUE
MN-EDP_20110718_FT01,RACL,1,0,RACL,TRUE
MN-EDP_20110718_FT01,RAPI,14,0,RAPI,TRUE
MN-EDP_20110729_FT01,RAPI,4,0,RAPI,TRUE
MN-EDP_20110729_FT02,BUAM,6,0,BUAM,TRUE
MN-EDP_20110729_FT02,HYVE,1,0,HYVE,TRUE
MN-EDP_20110729_FT03,RACI,3,1,RACI,TRUE
MN-EDP_20110729_FT03,RAPI,16,1,RAPI,TRUE
MN-EDP_20110814_FT01,BUAM,2,0,BUAM,TRUE
MN-EDP_20110814_FT01,HYVE,14,0,HYVE,TRUE
MN-EDP_20110814_FT01,RAPI,2,0,RAPI,TRUE
MN-EDP_20110814_FT02,RACI,1,0,RACI,TRUE
MN-EDP_20110814_FT02,RAPI,6,0,RAPI,TRUE
MN-EDP_20110814_FT03,BUAM,2,0,BUAM,TRUE
MN-EDP_20110814_FT03,RAPI,6,0,RAPI,TRUE
MN-EDP_20110911_FT01,BUAM,8,2,BUAM,TRUE
MN-EDP_20110911_FT01,HYVE,1,0,HYVE,TRUE
MN-EDP_20110911_FT01,RAPI,4,1,RAPI,TRUE
MN-EDP_20120325_FT01,RAPI,89,0,RAPI,TRUE
MN-EDP_20120410_FT01,HELI,42,0,HELI,TRUE
MN-EDP_20120410_FT02,HELI,1,0,HELI,TRUE
MN-EDP_20120410_FT02,RAPI,3,0,RAPI,TRUE
MN-EDP_20120507_FT01,HELI,29,,HELI,TRUE
MN-EDP_20120507_FT02,RACL,1,,RACL,TRUE
MN-EDP_20120507_FT02,RAPI,1,,RAPI,TRUE
MN-EDP_20120520_FT01,HELI,13,0,HELI,TRUE
MN-EDP_20120520_FT02,RAPI,9,0,RAPI,TRUE
MN-EDP_20120604_FT01,HELI,7,0,HELI,TRUE
MN-EDP_20120604_FT02,HELI,9,0,HELI,TRUE
MN-EDP_20120624_FT01,BUAM,19,0,BUAM,TRUE
MN-EDP_20120624_FT01,RAPI,1,0,RAPI,TRUE
MN-EDP_20120708_FT01,BUAM,12,1,BUAM,TRUE
MN-EDP_20120708_FT02,HELI,18,,HELI,TRUE
MN-EDP_20120708_FT02,HYLA,10,0,HYLA,TRUE
MN-EDP_20120708_FT02,RAPI,1,0,RAPI,TRUE
MN-EDP_20120708_FT03,HELI,1,,HELI,TRUE
MN-EDP_20120729_FT01,HYLA,1,1,HYLA,TRUE
MN-EDP_20120729_FT02,HELI,36,,HELI,TRUE
MN-EDP_20120818_FT01,HELI,7,,HELI,TRUE
MN-EDP_20120818_FT02,HELI,2,,HELI,TRUE
MN-EDP_20120818_FT03,HYLA,3,0,HYLA,TRUE
MN-EDP_20120916_FT01,HYLA,32,0,HYLA,TRUE
MN-EDP_20120916_FT02,HYLA,3,0,HYLA,TRUE
MN-EDP_20120916_FT03,HYLA,8,0,HYLA,TRUE
MN-EDP_20120916_FT03,LICL,1,0,RACL,TRUE
MN-EDP_20120916_FT03,LIPI,5,0,RAPI,TRUE
MN-EDP_20130616_FT01,HELI,20,,HELI,TRUE
MN-EDP_20130721_FT01,HYLA,31,0,HYLA,TRUE
MN-EDP_20130721_FT02,HYLA,85,0,HYLA,TRUE
MN-EDP_20130721_FT03,BUAM,0,0,BUAM,TRUE
MN-EDP_20130721_FT04,HYVE,0,0,HYVE,TRUE
MN-EDP_20140816_FT01,,2,0,BUAM,FALSE
MN-EDP_20140816_FT01,,2,0,RACL,FALSE
MN-EDP_20140816_FT01,,1,0,RAPI,FALSE
MN-HIB_20140816_FT01,,2,0,RAPI,FALSE
MN-HIB_20140816_FT01,,2,0,RASE,FALSE
MN-HIB_20140816_FT01,,2,0,RASY,FALSE
MN-KIDIE_20100531_FT01,HELI,2,,HELI,FALSE
MN-KIDIE_20100531_FT02,PHSP,1,,PHSP,FALSE
MN-KIDIE_20100531_FT03,STEL,3,,STEL,FALSE
MT_JET_20070412_FT01,AMMA,45,4,AMMA,TRUE
MT-BITB_19990815_FT01,RALU,19,0,RALU,TRUE
MT-BITB_19990815_FT02,RALU,6,0,RALU,TRUE
MT-BITB_19990815_FT03,RALU,3,0,RALU,TRUE
MT-JET_19980418_FT01,AMMA,271,34,AMMA,TRUE
MT-JET_19980418_FT01,BUBO,2,1,BUBO,FALSE
MT-JET_19990401_FT01,AMMA,38,2,AMMA,TRUE
MT-JET_19990409_FT01,AMMA,38,2,AMMA,TRUE
MT-JET_19990803_FT01,HYRE,63,34,HYRE,TRUE
MT-JET_19990803_FT02,HYRE,25,16,HYRE,TRUE
MT-JET_19990803_FT03,HYRE,33,12,HYRE,TRUE
MT-JET_19990803_FT04,HYRE,19,12,HYRE,TRUE
MT-JET_19990803_FT05,HYRE,27,5,HYRE,TRUE
MT-JET_19990803_FT06,AMMA,161,2,AMMA,TRUE
MT-JET_20000401_FT01,AMMA,60,4,AMMA,TRUE
"MT-JET_20000727_FT01
MT-JET_200000727_FT01",AMMA,33,0,AMMA,TRUE
"MT-JET_20000727_FT02
MT-JET_200000727_FT01",BUBO,332,1,BUBO,TRUE
"MT-JET_20000727_FT03
MT-JET_200000727_FT01",PSRE,55,0,PSRE,TRUE
MT-JET_20020415_FT01,AMMA,74,7,AMMA,TRUE
MT-JET_20020729_FT02,AMMA,32,3,AMMA,TRUE
MT-JET_20040301_FT01,AMMA,40,2,AMMA,TRUE
MT-JET_20050722_FT01,AMMA,81,2,AMMA,TRUE
MT-JET_20050722_FT02,PSRE,2,0,PSRE,TRUE
MT-JET_20060414_FT01,AMMA,31,0,AMMA,TRUE
MT-JET_20060726_FT01,PSRE,16,3,PSRE,TRUE
MT-JET_20070717_FT01,PSRE,1,0,PSRE,TRUE
MT-JET_20080805_FT01,AMMA,10,0,AMMA,TRUE
MT-JET_20080805_FT02,PSRE,5,5,PSRE,TRUE
MT-JET_20100727_FT01,PSRE,16,3,PSRE,FALSE
MT-JET_20120826_FT01,AMMA,138,0,AMMA,TRUE
MT-JET_20120826_FT01,PSRE,4,0,PSRE,TRUE
MT-PERMP_19990802_FT01,HYRE,21,0,HYRE,TRUE
MTPND008_20090709_FT01,PSRE,59,0,PSRE,TRUE
MTPND008_20090709_FT02,PSRE,55,0,PSRE,TRUE
MTPND009_20090709_FT01,PSRE,47,1,PSRE,TRUE
MTPND009_20090709_FT02,PSRE,21,2,PSRE,TRUE
MTPND009_20090709_FT03,PSRE,47,0,PSRE,TRUE
MTPND009_20100614_FT01,PSRE,13,1,PSRE,TRUE
MTPND009_20100614_FT02,PSRE,16,0,PSRE,TRUE
MTPND009_20100722_FT01,PSRE,17,2,PSRE,TRUE
MTPND010_20090709_FT01,BUBO,14,0,BUBO,TRUE
MTPND010_20090709_FT01,PSRE,2,0,PSRE,TRUE
MTPND010_20090709_FT02,PSRE,1,0,PSRE,TRUE
MTPND010_20090709_FT03,PSRE,3,1,PSRE,TRUE
MTPND010_20090709_FT04,BUBO,18,1,BUBO,TRUE
MTPND010_20090709_FT04,PSRE,2,0,PSRE,TRUE
MTPND014_20100521_FT01,PSRE,14,1,PSRE,TRUE
MTPND014_20100521_FT02,PSRE,11,0,PSRE,TRUE
MTPND014_20100804_FT01,PSRE,99,3,PSRE,TRUE
MTPND014_20100804_FT02,PSRE,33,0,PSRE,TRUE
MTPND016_20090709_FT01,PSRE,30,0,PSRE,TRUE
MTPND016_20090709_FT02,PSRE,45,0,PSRE,TRUE
MTPND016_20090709_FT03,PSRE,50,1,PSRE,TRUE
MTPND016_20100614_FT02,PSRE,44,0,PSRE,TRUE
MTPND016_20100614_FT03,PSRE,50,0,PSRE,TRUE
MTPND016_20100722_FT01,PSRE,100,5,PSRE,TRUE
MTPND022_20090709_FT01,PSRE,17,0,PSRE,TRUE
MTPND022_20090709_FT02,PSRE,15,1,PSRE,TRUE
MTPND022_20090709_FT03,PSRE,9,0,PSRE,TRUE
MTPND022_20090709_FT04,PSRE,11,0,PSRE,TRUE
MT-TOOLM_19990802_FT01,RACU,33,32,RACU,TRUE
MT-TOOLM_19990802_FT02,HYRE,25,17,HYRE,TRUE
MT-TOOLM_19990802_FT03,AMMA,183,26,AMMA,TRUE
MT-TOOLM_20050722_FT01,AMMA,63,2,AMMA,TRUE
MT-TOOLM_20050722_FT02,PSRE,5,0,PSRE,TRUE
MT-TOOLM_20050722_FT03,RALU,9,1,RALU,TRUE
MT-TOOLM_20070718_FT01,HYRE,22,22,HYRE,TRUE
MT-TOOLM_20070718_FT02,HYRE,22,22,HYRE,TRUE
MT-TOOLM_20070718_FT02,PSCL,1,0,PSCL,TRUE
MT-TOOLM_20070718_FT03,AMMU,2,1,AMMA,TRUE
MT-TOOLM_20070718_FT04,AMMA,15,6,AMMA,TRUE
MUD102_20100702_FT01,PSRE,46,0,PSRE,TRUE
MUD102_20100702_FT02,PSRE,79,1,PSRE,TRUE
MUD105_20100702_FT01,PSRE,65,1,PSRE,TRUE
MUD105_20100702_FT02,PSRE,24,0,PSRE,TRUE
MUD105_20100702_FT03,PSRE,11,0,PSRE,TRUE
MUD115_20090730_FT01,PSRE,73,1,PSRE,TRUE
MUD115_20090730_FT02,PSRE,28,0,PSRE,TRUE
MUD115_20090730_FT03,RADR,1,0,RADR,TRUE
MUD20_20100520_FT01,PSRE,10,0,PSRE,TRUE
MUD20_20100721_FT01,PSRE,0,0,PSRE,TRUE
MUD20_20100721_FT04,TATO,12,0,TATO,TRUE
MUD20_20110725_FT01,PSCR,40,1,PSCR,TRUE
MUD20_20110725_FT02,PSRE,32,0,PSRE,TRUE
MUD22_20130709_FT01,PSRE,1,0,PSRE,TRUE
MUD22_20130709_FT02,PSRE,0,0,PSRE,TRUE
MUD23_20100720_FT01,PSRE,23,1,PSRE,TRUE
MUD23_20100720_FT02,PSRE,16,0,PSRE,TRUE
MUD23_20100720_FT03,PSRE,18,1,PSRE,TRUE
MUD23_20130807_FT01,TATO,15,0,TATO,TRUE
MUD23_20140731_FT01,,0,0,PSRE,FALSE
MUD23_20140731_FT02,,10,0,TATO,FALSE
MUD23_20140731_FT03,,10,0,TAGR,FALSE
MUD23_20150817_FT01,,14,2,PSRE,FALSE
MUD31_20090730_FT01,PSRE,5,0,PSRE,TRUE
MUD31_20090730_FT02,PSRE,5,0,PSRE,TRUE
MUD31_20090730_FT03,PSRE,0,0,PSRE,TRUE
MUD31_20090730_FT04,PSRE,1,0,PSRE,TRUE
MUD31_20130709_FT01,PSRE,0,0,PSRE,TRUE
MUD31_20130709_FT02,PSRE,1,0,PSRE,TRUE
MUD31_20130709_FT03,TATO,1,0,TATO,TRUE
